cell_size_m,210.099
rows,216,cols,34
,,,6.724,6.437,3.651,8.611,6.196,8.301,7.893,7.338,11.243,8.169,4.021,-0.908,-3.33,-5.167,-10.29,-10.176,-10.708,-9.947,,,,,,,,,,,,,
,,,9.603,7.438,3.117,7.376,4.043,8.017,2.92,7.593,6.592,6.758,1.003,-2.635,-4.554,-3.362,-8.888,-9.829,-11.342,-7.947,,,,,,,,,,,,,
,,,10.476,6.95,-0.989,5.229,4.439,-0.374,-0.379,-3.733,-0.561,4.717,-0.911,-2.233,-6.134,-4.926,-12.862,-10.467,-7.974,-6.06,,,,,,,,,,,,,
,,,5.309,1.543,2.86,2.131,-5.275,-3.677,-3.977,-3.228,3.157,4.412,0.521,-1.616,-4.497,-7.493,-7.619,-5.737,-6.754,-3.812,,,,,,,,,,,,,
,,,-0.058,2.248,3.783,-3.876,-4.598,-0.286,-2.585,-0.505,7.901,8.606,6.51,3.269,-1.232,-1.253,-3.752,-3.439,-1.646,0.274,,,,,,,,,,,,,
,,,4.667,4.625,1.858,-4.844,-1.466,3.916,4.763,4.668,10.93,14.32,8.515,6.067,0.409,1.112,-4.403,1.071,0.748,3.442,,,,,,,,,,,,,
,,,7.322,5.505,2.457,2.462,5.052,8.525,10.144,9.645,16.734,12.175,9.149,-1.94,-2.246,-4.553,-3.154,1.417,-1.236,1.316,-1.745,,,,,,,,,,,,
,,,21.379,4.436,3.948,9.158,7.397,11.803,13.063,17.467,16.667,14.128,3.236,-5.772,-3.495,-4.302,-2.673,0.247,0.504,6.613,6.253,,,,,,,,,,,,
,,,11.0,7.205,9.245,12.1,13.575,14.954,16.235,19.461,16.524,6.469,-2.654,-2.091,-2.97,1.693,-1.762,1.518,4.055,4.669,2.267,,,,,,,,,,,,
,,,10.804,11.077,14.532,15.194,15.672,15.456,18.023,16.757,8.811,3.694,-1.403,-5.105,-4.106,-5.157,-0.087,1.915,2.237,0.402,-0.868,,,,,,,,,,,,
,,,,7.483,14.318,10.999,16.838,11.774,15.021,8.751,-3.938,-6.147,-5.222,-9.8,-5.068,-1.331,-0.679,-0.114,-0.433,3.291,0.486,,,,,,,,,,,,
,,,,7.316,12.874,10.037,9.421,15.176,13.45,6.739,-8.201,-6.882,-7.58,-5.564,-3.319,-4.252,-2.935,-5.947,-6.266,-5.475,-4.845,,,,,,,,,,,,
